tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-05-01,06:09:43,ynaaaa08,0,"ngerti kb ga sih?🤣pdhl kan pa gub g ngelarang punya anak,tp direncanakan kelahiran dan masa depannya
gimana indo mau maju kalo masyarakatnya aja punya anak minta dibiayain pemerintah wkwk","ngerti kb ga sihpdhl kan pa gub g ngelarang punya anaktp direncanakan kelahiran dan masa depannya
gimana indo mau maju kalo masyarakatnya aja punya anak minta dibiayain pemerintah wkwk","ngerti kb ga sihpdhl kan pa gub g ngelarang punya anaktp direncanakan kelahiran dan masa depannya
gimana indo mau maju kalo masyarakatnya aja punya anak minta dibiayain pemerintah wkwk",mengerti kb tidak sihpdhl kan apa gub tidak melarang punya anaktp direncanakan kelahiran dan masa depannya bagaimana indonesia mau maju kalau masyarakatnya saja punya anak meminta dibiayain pemerintah wkwk,"['mengerti', 'kb', 'tidak', 'sihpdhl', 'kan', 'apa', 'gub', 'tidak', 'melarang', 'punya', 'anaktp', 'direncanakan', 'kelahiran', 'dan', 'masa', 'depannya', 'bagaimana', 'indonesia', 'mau', 'maju', 'kalau', 'masyarakatnya', 'saja', 'punya', 'anak', 'meminta', 'dibiayain', 'pemerintah', 'wkwk']","['mengerti', 'kb', 'sihpdhl', 'gub', 'melarang', 'anaktp', 'direncanakan', 'kelahiran', 'depannya', 'indonesia', 'maju', 'masyarakatnya', 'anak', 'dibiayain', 'pemerintah', 'wkwk']",erti kb sihpdhl gub larang anaktp rencana lahir depan indonesia maju masyarakat anak dibiayain perintah wkwk
2025-05-01,06:03:06,ariniiastari,0,emang kebijakan ini salahnya dimana ya?,emang kebijakan ini salahnya dimana ya,emang kebijakan ini salahnya dimana ya,memang kebijakan ini salahnya dimana ya,"['memang', 'kebijakan', 'ini', 'salahnya', 'dimana', 'ya']","['kebijakan', 'salahnya', 'dimana', 'ya']",bijak salah mana ya
2025-05-01,05:51:49,ccallista.a,0,jir,jir,jir,jir,['jir'],['jir'],jir
2025-05-01,05:50:20,mshra28,0,@Chan_Na 00,ChanNa ,channa ,channa,['channa'],['channa'],channa
2025-05-01,05:36:08,moms.shafa76,0,"""banyak anak banyak rezeki"" itu di buat oleh belanda waktu menjajah kita agar makin banyak orng yg bisa dia perbudak",banyak anak banyak rezeki itu di buat oleh belanda waktu menjajah kita agar makin banyak orng yg bisa dia perbudak,banyak anak banyak rezeki itu di buat oleh belanda waktu menjajah kita agar makin banyak orng yg bisa dia perbudak,banyak anak banyak rezeki itu di buat oleh belanda waktu menjajah kita agar makin banyak orang yang bisa dia perbudak,"['banyak', 'anak', 'banyak', 'rezeki', 'itu', 'di', 'buat', 'oleh', 'belanda', 'waktu', 'menjajah', 'kita', 'agar', 'makin', 'banyak', 'orang', 'yang', 'bisa', 'dia', 'perbudak']","['anak', 'rezeki', 'belanda', 'menjajah', 'orang', 'perbudak']",anak rezeki belanda jajah orang budak
2025-05-15,05:39:51,rochmiyatin,0,bismillah seneng banget,bismillah seneng banget,bismillah seneng banget,bismillah senang banget,"['bismillah', 'senang', 'banget']","['bismillah', 'senang', 'banget']",bismillah senang banget
2025-05-15,05:38:45,tempegembus88,0,setujuu sampe seluruh Indonesia..biar maju Indonesiaku,setujuu sampe seluruh Indonesiabiar maju Indonesiaku,setujuu sampe seluruh indonesiabiar maju indonesiaku,setujuu sampai seluruh indonesiabiar maju indonesiaku,"['setujuu', 'sampai', 'seluruh', 'indonesiabiar', 'maju', 'indonesiaku']","['setujuu', 'indonesiabiar', 'maju', 'indonesiaku']",setujuu indonesiabiar maju indonesia
2025-05-15,05:33:30,mirzamilka24,0,setuju banget👍👍👍,setuju banget,setuju banget,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-15,05:30:20,indahtok74,0,setuju banget..sy yeeesss💪,setuju bangetsy yeeesss,setuju bangetsy yeeesss,setuju bangetsy yeeesss,"['setuju', 'bangetsy', 'yeeesss']","['setuju', 'bangetsy', 'yeeesss']",tuju bangetsy yeeesss
2025-05-15,05:27:34,dede_embul21,0,😭,,,,[],[],
2025-05-15,05:24:40,adrianusudjuwadu6,0,aku se7,aku se,aku se,aku se,"['aku', 'se']",[],
2025-05-15,05:23:56,arshaqkhairbani,0,@Trip Kury,Trip Kury,trip kury,trip kury,"['trip', 'kury']","['trip', 'kury']",trip kury
2025-05-15,05:13:07,aisyasp28,0,programmm bapaa ainggg💙,programmm bapaa ainggg,programmm bapaa ainggg,programmm bapaa ainggg,"['programmm', 'bapaa', 'ainggg']","['programmm', 'bapaa', 'ainggg']",programmm bapaa ainggg
2025-05-15,05:12:13,dinman282906,0,setuju bgt biar anak2 dgr ortunya,setuju bgt biar anak dgr ortunya,setuju bgt biar anak dgr ortunya,setuju banget biar anak dengar,"['setuju', 'banget', 'biar', 'anak', 'dengar']","['setuju', 'banget', 'biar', 'anak', 'dengar']",tuju banget biar anak dengar
2025-05-15,05:11:35,aldi_septi,0,setuju bngetttttttt,setuju bngetttttttt,setuju bngetttttttt,setuju bngetttttttt,"['setuju', 'bngetttttttt']","['setuju', 'bngetttttttt']",tuju bngetttttttt
2025-05-15,05:10:05,mamadesi31,0,"saya sangat"" setuju👍👍👍👍👍",saya sangat setuju,saya sangat setuju,saya sangat setuju,"['saya', 'sangat', 'setuju']",['setuju'],tuju
2025-05-15,05:07:56,alanfhadil23,0,"setuju bos biar d siplin , jiwa patriot nanti",setuju bos biar d siplin  jiwa patriot nanti,setuju bos biar d siplin  jiwa patriot nanti,setuju bos biar di siplin jiwa patriot nanti,"['setuju', 'bos', 'biar', 'di', 'siplin', 'jiwa', 'patriot', 'nanti']","['setuju', 'bos', 'biar', 'siplin', 'jiwa', 'patriot']",tuju bos biar siplin jiwa patriot
2025-05-15,05:07:45,bisanemasak,0,s7777777 bang 🤩,s bang ,s bang ,si abang,"['si', 'abang']","['si', 'abang']",si abang
2025-05-15,05:03:52,sukarno843,0,SETUJU banget,SETUJU banget,setuju banget,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-15,05:02:40,sucidalamdebu86ab,0,setuju banget banget banget banget banget debes 👍👍👍👍👍👍🥰🥰🥰🥰💕💕💕💕💓💓💓💓💓,setuju banget banget banget banget banget debes ,setuju banget banget banget banget banget debes ,setuju banget banget banget banget banget debes,"['setuju', 'banget', 'banget', 'banget', 'banget', 'banget', 'debes']","['setuju', 'banget', 'banget', 'banget', 'banget', 'banget', 'debes']",tuju banget banget banget banget banget debes
2025-05-15,04:56:54,stepha_nie69,0,setuju...,setuju,setuju,setuju,['setuju'],['setuju'],tuju
2025-05-15,04:56:16,_dhee26,0,Sangat setuju,Sangat setuju,sangat setuju,sangat setuju,"['sangat', 'setuju']",['setuju'],tuju
2025-05-15,04:53:23,ridwa00gmail.com0,0,duh pondok pasantren sepi atuh,duh pondok pasantren sepi atuh,duh pondok pasantren sepi atuh,duh pondok pasantren sepi atuh,"['duh', 'pondok', 'pasantren', 'sepi', 'atuh']","['duh', 'pondok', 'pasantren', 'sepi', 'atuh']",duh pondok pasantren sepi atuh
2025-05-15,04:52:12,aisyahhafnilubis,0,stuju bangt,stuju bangt,stuju bangt,setuju banget,"['setuju', 'banget']","['setuju', 'banget']",tuju banget
2025-05-15,04:51:28,heny_sitepu04,0,👍👍,,,,[],[],
2025-05-15,04:49:14,arief.paturahman0,0,seejuuuu banget,seejuuuu banget,seejuuuu banget,seejuuuu banget,"['seejuuuu', 'banget']","['seejuuuu', 'banget']",seejuuuu banget
2025-05-15,04:48:02,olieva24,0,Setuju bangt Sharusnya yg viral itu pejabat publik yg kerja d pemerintahan tuk berjuang belerja keras dlm mendidik n membangun masa depan rakyat trutama ank2 nya bukan yg viral krn cinta2an pdhl pejabat pemerintahan gaji nya dr rakyat,Setuju bangt Sharusnya yg viral itu pejabat publik yg kerja d pemerintahan tuk berjuang belerja keras dlm mendidik n membangun masa depan rakyat trutama ank nya bukan yg viral krn cintaan pdhl pejabat pemerintahan gaji nya dr rakyat,setuju bangt sharusnya yg viral itu pejabat publik yg kerja d pemerintahan tuk berjuang belerja keras dlm mendidik n membangun masa depan rakyat trutama ank nya bukan yg viral krn cintaan pdhl pejabat pemerintahan gaji nya dr rakyat,setuju banget seharusnya yang viral itu pejabat publik yang kerja di pemerintahan untuk berjuang belerja keras dalam mendidik n membangun masa depan rakyat terutama anak ya bukan yang viral karena cintaan padahal pejabat pemerintahan gaji ya dari rakyat,"['setuju', 'banget', 'seharusnya', 'yang', 'viral', 'itu', 'pejabat', 'publik', 'yang', 'kerja', 'di', 'pemerintahan', 'untuk', 'berjuang', 'belerja', 'keras', 'dalam', 'mendidik', 'n', 'membangun', 'masa', 'depan', 'rakyat', 'terutama', 'anak', 'ya', 'bukan', 'yang', 'viral', 'karena', 'cintaan', 'padahal', 'pejabat', 'pemerintahan', 'gaji', 'ya', 'dari', 'rakyat']","['setuju', 'banget', 'viral', 'pejabat', 'publik', 'kerja', 'pemerintahan', 'berjuang', 'belerja', 'keras', 'mendidik', 'n', 'membangun', 'rakyat', 'anak', 'ya', 'viral', 'cintaan', 'pejabat', 'pemerintahan', 'gaji', 'ya', 'rakyat']",tuju banget viral jabat publik kerja perintah juang belerja keras didik n bangun rakyat anak ya viral cinta jabat perintah gaji ya rakyat
2025-04-24,11:57:00,miras_minum_gratis,0,harus di buat got,harus di buat got,harus di buat got,harus di buat got,"['harus', 'di', 'buat', 'got']",['got'],got
2025-04-24,11:56:27,user6181516051036,0,baguus acungkan jempol smoga lancar tdk ada masalah,baguus acungkan jempol smoga lancar tdk ada masalah,baguus acungkan jempol smoga lancar tdk ada masalah,baguus acungkan jempol semoga lancar tidak ada masalah,"['baguus', 'acungkan', 'jempol', 'semoga', 'lancar', 'tidak', 'ada', 'masalah']","['baguus', 'acungkan', 'jempol', 'semoga', 'lancar']",baguus acung jempol moga lancar
2025-04-24,11:55:26,molly_ae22,0,aliran sungainya jd lancar,aliran sungainya jd lancar,aliran sungainya jd lancar,aliran sungainya jadi lancar,"['aliran', 'sungainya', 'jadi', 'lancar']","['aliran', 'sungainya', 'lancar']",alir sungai lancar
2025-04-24,11:42:14,rita_soetarto,0,Menyala KDM🔥🔥🔥,Menyala KDM,menyala kdm,menyala kdm,"['menyala', 'kdm']","['menyala', 'kdm']",nyala kdm
2025-04-24,11:37:31,michelll1308,0,maju terus kang Dedy.,maju terus kang Dedy,maju terus kang dedy,maju terus kang dedy,"['maju', 'terus', 'kang', 'dedy']","['maju', 'kang', 'dedy']",maju kang dedy
2025-04-24,11:36:17,ahmedgandasasmita,0,tribun Jakarta tp yang di beritakan wilayah jawa barat. emang di Jakarta kurang berita kah?,tribun Jakarta tp yang di beritakan wilayah jawa barat emang di Jakarta kurang berita kah,tribun jakarta tp yang di beritakan wilayah jawa barat emang di jakarta kurang berita kah,tribun jakarta tapi yang di beritakan wilayah jawa barat memang di jakarta kurang berita kah,"['tribun', 'jakarta', 'tapi', 'yang', 'di', 'beritakan', 'wilayah', 'jawa', 'barat', 'memang', 'di', 'jakarta', 'kurang', 'berita', 'kah']","['tribun', 'jakarta', 'beritakan', 'wilayah', 'jawa', 'barat', 'jakarta', 'berita', 'kah']",tribun jakarta berita wilayah jawa barat jakarta berita kah
2025-04-24,11:25:03,vavalovers04,0,"menyala kdm..t4 ku sekrg jln dperbaikin,pd betlomba2 tu klurhnnya ngecor jln..wkwkw ada apa ya??seblm ada kdm berthun2 depn klurhn pasr jorokny minta ampuun...😁",menyala kdmt ku sekrg jln dperbaikinpd betlomba tu klurhnnya ngecor jlnwkwkw ada apa yaseblm ada kdm berthun depn klurhn pasr jorokny minta ampuun,menyala kdmt ku sekrg jln dperbaikinpd betlomba tu klurhnnya ngecor jlnwkwkw ada apa yaseblm ada kdm berthun depn klurhn pasr jorokny minta ampuun,menyala kdmt ku sekrg jalan dperbaikinpd betlomba itu klurhnnya ngecor jlnwkwkw ada apa yaseblm ada kdm berthun depn klurhn pasr jorokny meminta ampun,"['menyala', 'kdmt', 'ku', 'sekrg', 'jalan', 'dperbaikinpd', 'betlomba', 'itu', 'klurhnnya', 'ngecor', 'jlnwkwkw', 'ada', 'apa', 'yaseblm', 'ada', 'kdm', 'berthun', 'depn', 'klurhn', 'pasr', 'jorokny', 'meminta', 'ampun']","['menyala', 'kdmt', 'ku', 'sekrg', 'jalan', 'dperbaikinpd', 'betlomba', 'klurhnnya', 'ngecor', 'jlnwkwkw', 'yaseblm', 'kdm', 'berthun', 'depn', 'klurhn', 'pasr', 'jorokny', 'ampun']",nyala kdmt ku sekrg jalan dperbaikinpd betlomba klurhnnya ngecor jlnwkwkw yaseblm kdm berthun depn klurhn pasr jorokny ampun
2025-04-24,11:12:33,nding.oray,0,jangan merasa paling tersakiti yaaa .coba deh mikir,jangan merasa paling tersakiti yaaa coba deh mikir,jangan merasa paling tersakiti yaaa coba deh mikir,jangan merasa paling tersakiti ya coba deh mikir,"['jangan', 'merasa', 'paling', 'tersakiti', 'ya', 'coba', 'deh', 'mikir']","['tersakiti', 'ya', 'coba', 'deh', 'mikir']",sakit ya coba deh mikir
2025-04-24,11:11:53,nding.oray,0,mantappppp,mantappppp,mantappppp,mantappppp,['mantappppp'],['mantappppp'],mantappppp
2025-04-24,11:08:37,putrasubang7357,0,coba cek sepanjang x arah arapan indaah di jalan raya babelan banyak bangun yang berdiri di. atas bantaran x,coba cek sepanjang x arah arapan indaah di jalan raya babelan banyak bangun yang berdiri di atas bantaran x,coba cek sepanjang x arah arapan indaah di jalan raya babelan banyak bangun yang berdiri di atas bantaran x,coba cek sepanjang kali arah arapan indaah di jalan raya babelan banyak bangun yang berdiri di atas bantaran kali,"['coba', 'cek', 'sepanjang', 'kali', 'arah', 'arapan', 'indaah', 'di', 'jalan', 'raya', 'babelan', 'banyak', 'bangun', 'yang', 'berdiri', 'di', 'atas', 'bantaran', 'kali']","['coba', 'cek', 'kali', 'arah', 'arapan', 'indaah', 'jalan', 'raya', 'babelan', 'bangun', 'berdiri', 'bantaran', 'kali']",coba cek kali arah arapan indaah jalan raya babelan bangun diri bantaran kali
2025-04-24,11:06:22,davian_dra79,0,kecil bgt ga di besarkan kah?,kecil bgt ga di besarkan kah,kecil bgt ga di besarkan kah,kecil banget tidak di besarkan kah,"['kecil', 'banget', 'tidak', 'di', 'besarkan', 'kah']","['banget', 'besarkan', 'kah']",banget besar kah
2025-04-24,10:41:07,ayunurainy4,0,gubernur Jakarta gaminta info loker ni Ama kang Dedi lagi sibuk bgt ni si akang wkwk🤭🤭🤭,gubernur Jakarta gaminta info loker ni Ama kang Dedi lagi sibuk bgt ni si akang wkwk,gubernur jakarta gaminta info loker ni ama kang dedi lagi sibuk bgt ni si akang wkwk,gubernur jakarta gaminta info loker nih sama kang dedi lagi sibuk banget nih sih akang wkwk,"['gubernur', 'jakarta', 'gaminta', 'info', 'loker', 'nih', 'sama', 'kang', 'dedi', 'lagi', 'sibuk', 'banget', 'nih', 'sih', 'akang', 'wkwk']","['gubernur', 'jakarta', 'gaminta', 'info', 'loker', 'nih', 'kang', 'dedi', 'sibuk', 'banget', 'nih', 'sih', 'akang', 'wkwk']",gubernur jakarta gaminta info loker nih kang dedi sibuk banget nih sih akang wkwk
2025-04-24,10:16:48,zakeramli88,0,banyak nya sampah,banyak nya sampah,banyak nya sampah,banyak ya sampah,"['banyak', 'ya', 'sampah']","['ya', 'sampah']",ya sampah
2025-04-24,10:09:51,user2021804798632,0,yg sebelumnya tidur mkn gsji buta yg skrg ini baru gubernur.,yg sebelumnya tidur mkn gsji buta yg skrg ini baru gubernur,yg sebelumnya tidur mkn gsji buta yg skrg ini baru gubernur,yang sebelumnya tidur makin gsji buta yang sekarang ini baru gubernur,"['yang', 'sebelumnya', 'tidur', 'makin', 'gsji', 'buta', 'yang', 'sekarang', 'ini', 'baru', 'gubernur']","['tidur', 'gsji', 'buta', 'gubernur']",tidur gsji buta gubernur
2025-04-24,10:07:11,sepertiemas,0,banyak bgt sampahnya😌,banyak bgt sampahnya,banyak bgt sampahnya,banyak banget sampahnya,"['banyak', 'banget', 'sampahnya']","['banget', 'sampahnya']",banget sampah
2025-04-24,09:51:31,adi.bruno1,0,semoga bekasi makin berbenah terutama soal selokan atau jalur air yg masih banyak blm di kerjakan,semoga bekasi makin berbenah terutama soal selokan atau jalur air yg masih banyak blm di kerjakan,semoga bekasi makin berbenah terutama soal selokan atau jalur air yg masih banyak blm di kerjakan,semoga bekasi makin berbenah terutama soal selokan atau jalur air yang masih banyak belum di kerjakan,"['semoga', 'bekasi', 'makin', 'berbenah', 'terutama', 'soal', 'selokan', 'atau', 'jalur', 'air', 'yang', 'masih', 'banyak', 'belum', 'di', 'kerjakan']","['semoga', 'bekasi', 'berbenah', 'selokan', 'jalur', 'air', 'kerjakan']",moga bekas benah selokan jalur air kerja
2025-04-24,09:29:41,dedydedysantoso29,0,sungai nya di perlebar di perdalam sungainya,sungai nya di perlebar di perdalam sungainya,sungai nya di perlebar di perdalam sungainya,sungai ya di perlebar di perdalam sungainya,"['sungai', 'ya', 'di', 'perlebar', 'di', 'perdalam', 'sungainya']","['sungai', 'ya', 'perlebar', 'perdalam', 'sungainya']",sungai ya lebar dalam sungai
2025-04-24,09:18:15,sleepcalll__,0,alhamdulillah 😌,alhamdulillah ,alhamdulillah ,alhamdulillah,['alhamdulillah'],['alhamdulillah'],alhamdulillah
2025-04-24,09:15:20,adypratama037,0,mudahan Samarinda juga begini 🙏,mudahan Samarinda juga begini ,mudahan samarinda juga begini ,mudahan samarinda juga begini,"['mudahan', 'samarinda', 'juga', 'begini']","['mudahan', 'samarinda']",mudah samarinda
2025-04-24,09:13:56,niluhika_,0,Apa bedanya pak ahok dan pak dedi dalam menggusur bangunan liar ???,Apa bedanya pak ahok dan pak dedi dalam menggusur bangunan liar ,apa bedanya pak ahok dan pak dedi dalam menggusur bangunan liar ,apa bedanya pak ahok dan pak dedi dalam menggusur bangunan liar,"['apa', 'bedanya', 'pak', 'ahok', 'dan', 'pak', 'dedi', 'dalam', 'menggusur', 'bangunan', 'liar']","['bedanya', 'ahok', 'dedi', 'menggusur', 'bangunan', 'liar']",beda ahok dedi gusur bangun liar
2025-04-24,09:02:11,ernawati.wati160,0,keren kinerja kdm,keren kinerja kdm,keren kinerja kdm,keren kinerja kdm,"['keren', 'kinerja', 'kdm']","['keren', 'kinerja', 'kdm']",keren kerja kdm
2025-04-24,08:59:27,jagalbumi8646,0,pandawara : kerja bagus leeek,pandawara  kerja bagus leeek,pandawara  kerja bagus leeek,pandawara kerja bagus leeek,"['pandawara', 'kerja', 'bagus', 'leeek']","['pandawara', 'kerja', 'bagus', 'leeek']",pandawara kerja bagus leeek
2025-05-01,08:15:13,naraya123cute,0,keren KDM 🥰 sbb yg blg bnyak anak bnyak rejeki yg ada jaman sekarang bnyak anak2 terlantar dijalan malah di ajak di simpang lampu merah jd alat belas kasihan,keren KDM  sbb yg blg bnyak anak bnyak rejeki yg ada jaman sekarang bnyak anak terlantar dijalan malah di ajak di simpang lampu merah jd alat belas kasihan,keren kdm  sbb yg blg bnyak anak bnyak rejeki yg ada jaman sekarang bnyak anak terlantar dijalan malah di ajak di simpang lampu merah jd alat belas kasihan,keren kdm sebab yang bilang banyak anak banyak rejeki yang ada jaman sekarang banyak anak terlantar dijalan malah di ajak di simpang lampu merah jadi alat belas kasihan,"['keren', 'kdm', 'sebab', 'yang', 'bilang', 'banyak', 'anak', 'banyak', 'rejeki', 'yang', 'ada', 'jaman', 'sekarang', 'banyak', 'anak', 'terlantar', 'dijalan', 'malah', 'di', 'ajak', 'di', 'simpang', 'lampu', 'merah', 'jadi', 'alat', 'belas', 'kasihan']","['keren', 'kdm', 'bilang', 'anak', 'rejeki', 'jaman', 'anak', 'terlantar', 'dijalan', 'ajak', 'simpang', 'lampu', 'merah', 'alat', 'belas', 'kasihan']",keren kdm bilang anak rejeki jaman anak lantar jalan ajak simpang lampu merah alat belas kasihan
2025-05-01,08:02:32,nouy.rye,0,gera kb dak ulah bareki teing nyienan anak minuhan bumi😂,gera kb dak ulah bareki teing nyienan anak minuhan bumi,gera kb dak ulah bareki teing nyienan anak minuhan bumi,gera kb indak ulah bareki teing nyienan anak minuhan bumi,"['gera', 'kb', 'indak', 'ulah', 'bareki', 'teing', 'nyienan', 'anak', 'minuhan', 'bumi']","['gera', 'kb', 'indak', 'ulah', 'bareki', 'teing', 'nyienan', 'anak', 'minuhan', 'bumi']",gera kb indak ulah bareki teing nyienan anak minuhan bumi
2025-05-01,07:49:44,popcorn.chuu,0,Hati hati pak nanti bakalan ada jalan untuk utk penerbitan surat sudah KB🤣🤣 di Indonesia mah bakalan aja jalan duitnya,Hati hati pak nanti bakalan ada jalan untuk utk penerbitan surat sudah KB di Indonesia mah bakalan aja jalan duitnya,hati hati pak nanti bakalan ada jalan untuk utk penerbitan surat sudah kb di indonesia mah bakalan aja jalan duitnya,hati hati pak nanti bakalan ada jalan untuk untuk penerbitan surat sudah kb di indonesia mah bakalan saja jalan duitnya,"['hati', 'hati', 'pak', 'nanti', 'bakalan', 'ada', 'jalan', 'untuk', 'untuk', 'penerbitan', 'surat', 'sudah', 'kb', 'di', 'indonesia', 'mah', 'bakalan', 'saja', 'jalan', 'duitnya']","['hati', 'hati', 'jalan', 'penerbitan', 'surat', 'kb', 'indonesia', 'mah', 'jalan', 'duitnya']",hati hati jalan terbit surat kb indonesia mah jalan duit
2025-05-01,07:48:29,kabelcan,0,pak. suami saya udah vaksetomi bisa login donk😂,pak suami saya udah vaksetomi bisa login donk,pak suami saya udah vaksetomi bisa login donk,pak suami saya sudah vaksetomi bisa login dong,"['pak', 'suami', 'saya', 'sudah', 'vaksetomi', 'bisa', 'login', 'dong']","['suami', 'vaksetomi', 'login']",suami vaksetomi login
2025-05-01,07:45:44,kareaayang,0,jabar pelosok mngkn byk yg anak putrinya ntar disetorin ke mami2an biar profit 😩,jabar pelosok mngkn byk yg anak putrinya ntar disetorin ke mamian biar profit ,jabar pelosok mngkn byk yg anak putrinya ntar disetorin ke mamian biar profit ,jabar pelosok mngkn banyak yang anak putrinya entar disetorin ke mamian biar profit,"['jabar', 'pelosok', 'mngkn', 'banyak', 'yang', 'anak', 'putrinya', 'entar', 'disetorin', 'ke', 'mamian', 'biar', 'profit']","['jabar', 'pelosok', 'mngkn', 'anak', 'putrinya', 'entar', 'disetorin', 'mamian', 'biar', 'profit']",jabar pelosok mngkn anak putri entar disetorin mami biar profit
2025-05-01,07:40:24,fulllemmak88,0,udah kb kebobolan terus sampe punya anak empat akhirnya steril,udah kb kebobolan terus sampe punya anak empat akhirnya steril,udah kb kebobolan terus sampe punya anak empat akhirnya steril,sudah kb kebobolan terus sampai punya anak empat akhirnya steril,"['sudah', 'kb', 'kebobolan', 'terus', 'sampai', 'punya', 'anak', 'empat', 'akhirnya', 'steril']","['kb', 'kebobolan', 'anak', 'steril']",kb bobol anak steril
2025-05-01,07:32:05,swanslady,0,"ngasal dia tuh bikin kebijakan wkwk. nggak paham yg namanya HAM, edukasi, pembinaan, penyaluran. susah blasssss.",ngasal dia tuh bikin kebijakan wkwk nggak paham yg namanya HAM edukasi pembinaan penyaluran susah blasssss,ngasal dia tuh bikin kebijakan wkwk nggak paham yg namanya ham edukasi pembinaan penyaluran susah blasssss,ngasal dia tuh bikin kebijakan wkwk tidak paham yang namanya ham edukasi pembinaan penyaluran susah blasssss,"['ngasal', 'dia', 'tuh', 'bikin', 'kebijakan', 'wkwk', 'tidak', 'paham', 'yang', 'namanya', 'ham', 'edukasi', 'pembinaan', 'penyaluran', 'susah', 'blasssss']","['ngasal', 'tuh', 'bikin', 'kebijakan', 'wkwk', 'paham', 'namanya', 'ham', 'edukasi', 'pembinaan', 'penyaluran', 'susah', 'blasssss']",ngasal tuh bikin bijak wkwk paham nama ham edukasi bina salur susah blasssss
2025-05-01,07:30:09,pinjol_23,0,pasektomo th nyeri moal nya🤣 trus bkl bisa hudang deui moal 😳,pasektomo th nyeri moal nya trus bkl bisa hudang deui moal ,pasektomo th nyeri moal nya trus bkl bisa hudang deui moal ,pasektomo tahu nyeri moal ya terus bkl bisa hudang deui moal,"['pasektomo', 'tahu', 'nyeri', 'moal', 'ya', 'terus', 'bkl', 'bisa', 'hudang', 'deui', 'moal']","['pasektomo', 'nyeri', 'moal', 'ya', 'bkl', 'hudang', 'deui', 'moal']",pasektomo nyeri moal ya bkl hudang deui moal
2025-05-01,07:28:33,chaaqx,0,"gini ya temen temen, bukan org miskin ga boleh punya anak. ini bukan diskriminasi. tapi, punya anak dalam keadaan perut lu lapar aja itu udh ga sehat. yg ada anaklu ntar ngutuk lu karena dia miskin.",gini ya temen temen bukan org miskin ga boleh punya anak ini bukan diskriminasi tapi punya anak dalam keadaan perut lu lapar aja itu udh ga sehat yg ada anaklu ntar ngutuk lu karena dia miskin,gini ya temen temen bukan org miskin ga boleh punya anak ini bukan diskriminasi tapi punya anak dalam keadaan perut lu lapar aja itu udh ga sehat yg ada anaklu ntar ngutuk lu karena dia miskin,begini ya teman teman bukan orang miskin tidak boleh punya anak ini bukan diskriminasi tapi punya anak dalam keadaan perut kamu lapar saja itu sudah tidak sehat yang ada anaklu entar ngutuk kamu karena dia miskin,"['begini', 'ya', 'teman', 'teman', 'bukan', 'orang', 'miskin', 'tidak', 'boleh', 'punya', 'anak', 'ini', 'bukan', 'diskriminasi', 'tapi', 'punya', 'anak', 'dalam', 'keadaan', 'perut', 'kamu', 'lapar', 'saja', 'itu', 'sudah', 'tidak', 'sehat', 'yang', 'ada', 'anaklu', 'entar', 'ngutuk', 'kamu', 'karena', 'dia', 'miskin']","['ya', 'teman', 'teman', 'orang', 'miskin', 'anak', 'diskriminasi', 'anak', 'perut', 'lapar', 'sehat', 'anaklu', 'entar', 'ngutuk', 'miskin']",ya teman teman orang miskin anak diskriminasi anak perut lapar sehat anaklu entar ngutuk miskin
2025-05-01,11:09:39,finssaaa,0,"iya sih, bener kang dedi ini...",iya sih bener kang dedi ini,iya sih bener kang dedi ini,iya sih benar kang dedi ini,"['iya', 'sih', 'benar', 'kang', 'dedi', 'ini']","['iya', 'sih', 'kang', 'dedi']",iya sih kang dedi
2025-05-01,11:09:33,lia67458,0,2 anak sudah ckup bagi saya😊, anak sudah ckup bagi saya, anak sudah ckup bagi saya,anak sudah cukup bagi saya,"['anak', 'sudah', 'cukup', 'bagi', 'saya']",['anak'],anak
2025-05-01,11:02:26,fennylorens,0,Mantappp bener,Mantappp bener,mantappp bener,mantap benar,"['mantap', 'benar']",['mantap'],mantap
2025-05-01,11:00:33,exoxo2484l,0,Yg gk setuju pasti sering nonton geng gledekkk nii😭😭🙏🏻,Yg gk setuju pasti sering nonton geng gledekkk nii,yg gk setuju pasti sering nonton geng gledekkk nii,yang tidak setuju pasti sering menonton geng gledekkk ini,"['yang', 'tidak', 'setuju', 'pasti', 'sering', 'menonton', 'geng', 'gledekkk', 'ini']","['setuju', 'menonton', 'geng', 'gledekkk']",tuju tonton geng gledekkk
2025-05-01,10:53:11,antiinsecurecuk,0,Naikkan anggaran kementrian BKKBN,Naikkan anggaran kementrian BKKBN,naikkan anggaran kementrian bkkbn,naikkan anggaran kementrian bkkbn,"['naikkan', 'anggaran', 'kementrian', 'bkkbn']","['naikkan', 'anggaran', 'kementrian', 'bkkbn']",naik anggar tri bkkbn
2025-05-01,10:52:41,archivelln,0,tukar sm gubernur riau aja😭😭😭,tukar sm gubernur riau aja,tukar sm gubernur riau aja,tukar sama gubernur riau saja,"['tukar', 'sama', 'gubernur', 'riau', 'saja']","['tukar', 'gubernur', 'riau']",tukar gubernur riau
