tanggal,jam,uniqueId,diggCount,text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data
2025-05-05,02:02:32,irfan_ashari,34,Baru Gubernur Bengkulu yg mengikuti program KDM,Baru Gubernur Bengkulu yg mengikuti program KDM,baru gubernur bengkulu yg mengikuti program kdm,baru gubernur bengkulu yang mengikuti program kdm,"['baru', 'gubernur', 'bengkulu', 'yang', 'mengikuti', 'program', 'kdm']","['gubernur', 'bengkulu', 'mengikuti', 'program', 'kdm']",gubernur bengkulu ikut program kdm
2025-05-03,04:21:01,alesha1234909,8,"klo di terapkan 1 Indonesia. yakin bngt gak ada lagi tawuran, geng2 motor, pembullyan. ayo Indonesia kita bisa",klo di terapkan  Indonesia yakin bngt gak ada lagi tawuran geng motor pembullyan ayo Indonesia kita bisa,klo di terapkan  indonesia yakin bngt gak ada lagi tawuran geng motor pembullyan ayo indonesia kita bisa,kalau di terapkan indonesia yakin banget tidak ada lagi tawuran geng motor pembullyan ayo indonesia kita bisa,"['kalau', 'di', 'terapkan', 'indonesia', 'yakin', 'banget', 'tidak', 'ada', 'lagi', 'tawuran', 'geng', 'motor', 'pembullyan', 'ayo', 'indonesia', 'kita', 'bisa']","['terapkan', 'indonesia', 'banget', 'tawuran', 'geng', 'motor', 'pembullyan', 'ayo', 'indonesia']",terap indonesia banget tawur geng motor pembullyan ayo indonesia
2025-05-13,07:05:27,chandraanggrainipratiwi,13,ayo pak Dedy ke Surabaya jg buka program ini,ayo pak Dedy ke Surabaya jg buka program ini,ayo pak dedy ke surabaya jg buka program ini,ayo pak dedy ke surabaya juga buka program ini,"['ayo', 'pak', 'dedy', 'ke', 'surabaya', 'juga', 'buka', 'program', 'ini']","['ayo', 'dedy', 'surabaya', 'buka', 'program']",ayo dedy surabaya buka program
2025-05-11,08:15:52,majuterus66,5,aq dr jawa tengah.. setuju bgettttt dgn program nya bpk dedi Mulyadi🥰,aq dr jawa tengah setuju bgettttt dgn program nya bpk dedi Mulyadi,aq dr jawa tengah setuju bgettttt dgn program nya bpk dedi mulyadi,aku dari jawa tengah setuju bgettttt dengan program ya bpk dedi mulyadi,"['aku', 'dari', 'jawa', 'tengah', 'setuju', 'bgettttt', 'dengan', 'program', 'ya', 'bpk', 'dedi', 'mulyadi']","['jawa', 'setuju', 'bgettttt', 'program', 'ya', 'bpk', 'dedi', 'mulyadi']",jawa tuju bgettttt program ya bpk dedi mulyadi
2025-05-15,03:22:44,risyaahz.18,29,setuju banget buat bocah² main game online lupa belajar,setuju banget buat bocah main game online lupa belajar,setuju banget buat bocah main game online lupa belajar,setuju banget buat bocah main game online lupa belajar,"['setuju', 'banget', 'buat', 'bocah', 'main', 'game', 'online', 'lupa', 'belajar']","['setuju', 'banget', 'bocah', 'main', 'game', 'online', 'lupa', 'belajar']",tuju banget bocah main game online lupa ajar
2025-05-03,01:25:54,agustinatiar00,90,ga usah bawa bawa Anis ini KDM bukan ANIS wehh,ga usah bawa bawa Anis ini KDM bukan ANIS wehh,ga usah bawa bawa anis ini kdm bukan anis wehh,tidak usah bawa bawa anis ini kdm bukan anis wehh,"['tidak', 'usah', 'bawa', 'bawa', 'anis', 'ini', 'kdm', 'bukan', 'anis', 'wehh']","['bawa', 'bawa', 'anis', 'kdm', 'anis', 'wehh']",bawa bawa anis kdm anis wehh
2025-05-03,08:31:36,jangkung2266,6,Indonesia mendukung program kang dedi mulyadi gubernur jabar,Indonesia mendukung program kang dedi mulyadi gubernur jabar,indonesia mendukung program kang dedi mulyadi gubernur jabar,indonesia mendukung program kang dedi mulyadi gubernur jabar,"['indonesia', 'mendukung', 'program', 'kang', 'dedi', 'mulyadi', 'gubernur', 'jabar']","['indonesia', 'mendukung', 'program', 'kang', 'dedi', 'mulyadi', 'gubernur', 'jabar']",indonesia dukung program kang dedi mulyadi gubernur jabar
2025-05-03,04:53:53,uda_ris_22,68,"saya warga Sumatera Barat .....
salam hormat untuk Gubernur KDM 🙏","saya warga Sumatera Barat 
salam hormat untuk Gubernur KDM ","saya warga sumatera barat 
salam hormat untuk gubernur kdm ",saya warga sumatera barat salam hormat untuk gubernur kdm,"['saya', 'warga', 'sumatera', 'barat', 'salam', 'hormat', 'untuk', 'gubernur', 'kdm']","['warga', 'sumatera', 'barat', 'salam', 'hormat', 'gubernur', 'kdm']",warga sumatera barat salam hormat gubernur kdm
2025-05-03,00:48:53,dedy_qurniawan,9,"mereka "" adalah calon pemuda dengan mental yang kuat",mereka  adalah calon pemuda dengan mental yang kuat,mereka  adalah calon pemuda dengan mental yang kuat,mereka adalah calon pemuda dengan mental yang kuat,"['mereka', 'adalah', 'calon', 'pemuda', 'dengan', 'mental', 'yang', 'kuat']","['calon', 'pemuda', 'mental', 'kuat']",calon pemuda mental kuat
2025-04-25,14:12:06,gabocis15,7,dibongkar marah giliran banjir nyalahin pemerintah 🗿,dibongkar marah giliran banjir nyalahin pemerintah ,dibongkar marah giliran banjir nyalahin pemerintah ,dibongkar marah giliran banjir menyalahkan pemerintah,"['dibongkar', 'marah', 'giliran', 'banjir', 'menyalahkan', 'pemerintah']","['dibongkar', 'marah', 'giliran', 'banjir', 'menyalahkan', 'pemerintah']",bongkar marah gilir banjir salah perintah
2025-03-26,12:50:12,pt.cinta_sejati1,21,harusnya kdm jadi presiden,harusnya kdm jadi presiden,harusnya kdm jadi presiden,harusnya kdm jadi presiden,"['harusnya', 'kdm', 'jadi', 'presiden']","['kdm', 'presiden']",kdm presiden
2025-04-28,16:49:37,dr.vegapunk_01,46679,nah bener harusnya ditekan juga angka kelahiran soalnya orang Indonesia pegang prinsip banyak anak banyak rezeki 😂😂😂,nah bener harusnya ditekan juga angka kelahiran soalnya orang Indonesia pegang prinsip banyak anak banyak rezeki ,nah bener harusnya ditekan juga angka kelahiran soalnya orang indonesia pegang prinsip banyak anak banyak rezeki ,nah benar harusnya ditekan juga angka kelahiran soalnya orang indonesia pegang prinsip banyak anak banyak rezeki,"['nah', 'benar', 'harusnya', 'ditekan', 'juga', 'angka', 'kelahiran', 'soalnya', 'orang', 'indonesia', 'pegang', 'prinsip', 'banyak', 'anak', 'banyak', 'rezeki']","['ditekan', 'angka', 'kelahiran', 'orang', 'indonesia', 'pegang', 'prinsip', 'anak', 'rezeki']",tekan angka lahir orang indonesia pegang prinsip anak rezeki
2025-04-28,22:57:07,jefoodstrj13,44069,TEAM GEN Z YANG KEPIKIRAN 1 ANAK AJA UDAH CUKUP😌,TEAM GEN Z YANG KEPIKIRAN  ANAK AJA UDAH CUKUP,team gen z yang kepikiran  anak aja udah cukup,team gen saja yang kepikiran anak saja sudah cukup,"['team', 'gen', 'saja', 'yang', 'kepikiran', 'anak', 'saja', 'sudah', 'cukup']","['team', 'gen', 'kepikiran', 'anak']",team gen pikir anak
2025-04-29,03:05:41,abangjagoo,42195,Normalisasi punya anak dalam keadaan ekonomi susah = kriminal,Normalisasi punya anak dalam keadaan ekonomi susah  kriminal,normalisasi punya anak dalam keadaan ekonomi susah  kriminal,normalisasi punya anak dalam keadaan ekonomi susah kriminal,"['normalisasi', 'punya', 'anak', 'dalam', 'keadaan', 'ekonomi', 'susah', 'kriminal']","['normalisasi', 'anak', 'ekonomi', 'susah', 'kriminal']",normalisasi anak ekonomi susah kriminal
2025-04-29,01:22:07,88kissme,26360,"sedangkan dibelahan dunia lain gubernur jatim😐😐😐😐
pdhal aku milih bu risma knp msh ada aja yg milih lainnya
hadehhh","sedangkan dibelahan dunia lain gubernur jatim
pdhal aku milih bu risma knp msh ada aja yg milih lainnya
hadehhh","sedangkan dibelahan dunia lain gubernur jatim
pdhal aku milih bu risma knp msh ada aja yg milih lainnya
hadehhh",sedangkan dibelahan dunia lain gubernur jatim padahal aku memilih bu risma kenapa masih ada saja yang memilih lainnya hadehhh,"['sedangkan', 'dibelahan', 'dunia', 'lain', 'gubernur', 'jatim', 'padahal', 'aku', 'memilih', 'bu', 'risma', 'kenapa', 'masih', 'ada', 'saja', 'yang', 'memilih', 'lainnya', 'hadehhh']","['dibelahan', 'dunia', 'gubernur', 'jatim', 'memilih', 'bu', 'risma', 'memilih', 'hadehhh']",belah dunia gubernur jatim pilih bu risma pilih hadehhh
2025-04-29,00:54:52,betutu.gek.keisha,23660,komennya pd lucu.diwajibkan kb gak mau giliran anak bnyak gak bs kasih makan dan sekolah nyalahin pemerintah.,komennya pd lucudiwajibkan kb gak mau giliran anak bnyak gak bs kasih makan dan sekolah nyalahin pemerintah,komennya pd lucudiwajibkan kb gak mau giliran anak bnyak gak bs kasih makan dan sekolah nyalahin pemerintah,komennya pada lucudiwajibkan kb tidak mau giliran anak banyak tidak bisa kasih makan dan sekolah menyalahkan pemerintah,"['komennya', 'pada', 'lucudiwajibkan', 'kb', 'tidak', 'mau', 'giliran', 'anak', 'banyak', 'tidak', 'bisa', 'kasih', 'makan', 'dan', 'sekolah', 'menyalahkan', 'pemerintah']","['komennya', 'lucudiwajibkan', 'kb', 'giliran', 'anak', 'kasih', 'makan', 'sekolah', 'menyalahkan', 'pemerintah']",komennya lucudiwajibkan kb gilir anak kasih makan sekolah salah perintah
2025-04-29,01:33:24,lilialina45,21060,permudah steril. dan gencar sosialisasi vasektomi 🫵🏻,permudah steril dan gencar sosialisasi vasektomi ,permudah steril dan gencar sosialisasi vasektomi ,permudah steril dan gencar sosialisasi vasektomi,"['permudah', 'steril', 'dan', 'gencar', 'sosialisasi', 'vasektomi']","['permudah', 'steril', 'gencar', 'sosialisasi', 'vasektomi']",mudah steril gencar sosialisasi vasektomi
2025-04-28,17:20:48,abihilap77,14202,"kalo semisal ekonomi masih miskin , jangan dulu dibanyakin anak , rezeki emang ada yang ngatur , tapi sadar kapasitas , kasian anak",kalo semisal ekonomi masih miskin  jangan dulu dibanyakin anak  rezeki emang ada yang ngatur  tapi sadar kapasitas  kasian anak,kalo semisal ekonomi masih miskin  jangan dulu dibanyakin anak  rezeki emang ada yang ngatur  tapi sadar kapasitas  kasian anak,kalau semisal ekonomi masih miskin jangan dulu dibanyakin anak rezeki memang ada yang mengatur tapi sadar kapasitas kasihan anak,"['kalau', 'semisal', 'ekonomi', 'masih', 'miskin', 'jangan', 'dulu', 'dibanyakin', 'anak', 'rezeki', 'memang', 'ada', 'yang', 'mengatur', 'tapi', 'sadar', 'kapasitas', 'kasihan', 'anak']","['ekonomi', 'miskin', 'dibanyakin', 'anak', 'rezeki', 'mengatur', 'sadar', 'kapasitas', 'kasihan', 'anak']",ekonomi miskin dibanyakin anak rezeki atur sadar kapasitas kasihan anak
2025-04-29,05:08:33,kekebukanboneka737,11072,Warga jabar yg gak setuju mari bertukar dengan gubernur jatim 🗿,Warga jabar yg gak setuju mari bertukar dengan gubernur jatim ,warga jabar yg gak setuju mari bertukar dengan gubernur jatim ,warga jabar yang tidak setuju mari bertukar dengan gubernur jatim,"['warga', 'jabar', 'yang', 'tidak', 'setuju', 'mari', 'bertukar', 'dengan', 'gubernur', 'jatim']","['warga', 'jabar', 'setuju', 'mari', 'bertukar', 'gubernur', 'jatim']",warga jabar tuju mari tukar gubernur jatim
2025-04-28,19:01:25,sukaaskincare.bs,10624,"Kang dedi bnyk di hujat di twt, pdhl niatnya bagus bgt🥺",Kang dedi bnyk di hujat di twt pdhl niatnya bagus bgt,kang dedi bnyk di hujat di twt pdhl niatnya bagus bgt,kang dedi banyak di hujat di twt padahal niatnya bagus banget,"['kang', 'dedi', 'banyak', 'di', 'hujat', 'di', 'twt', 'padahal', 'niatnya', 'bagus', 'banget']","['kang', 'dedi', 'hujat', 'twt', 'niatnya', 'bagus', 'banget']",kang dedi hujat twt niat bagus banget
2025-04-28,21:29:20,apl150495,9711,emang masih pd pengen punya anak banyak? d jaman ekonomi lg begini? serius nanya pke nada ibu peri,emang masih pd pengen punya anak banyak d jaman ekonomi lg begini serius nanya pke nada ibu peri,emang masih pd pengen punya anak banyak d jaman ekonomi lg begini serius nanya pke nada ibu peri,memang masih pada pengin punya anak banyak di jaman ekonomi lagi begini serius bertanya pakai nada ibu peri,"['memang', 'masih', 'pada', 'pengin', 'punya', 'anak', 'banyak', 'di', 'jaman', 'ekonomi', 'lagi', 'begini', 'serius', 'bertanya', 'pakai', 'nada', 'ibu', 'peri']","['pengin', 'anak', 'jaman', 'ekonomi', 'serius', 'pakai', 'nada', 'peri']",pengin anak jaman ekonomi serius pakai nada peri
2025-04-29,01:03:19,justmeee977,7708,"Tenang pak, kami para gen z udah pd gmau punya anak banyak🤣 pd cape jd sandwich gen🤣",Tenang pak kami para gen z udah pd gmau punya anak banyak pd cape jd sandwich gen,tenang pak kami para gen z udah pd gmau punya anak banyak pd cape jd sandwich gen,tenang pak kami para gen saja sudah pada punya anak banyak pada capek jadi sandwich gen,"['tenang', 'pak', 'kami', 'para', 'gen', 'saja', 'sudah', 'pada', 'punya', 'anak', 'banyak', 'pada', 'capek', 'jadi', 'sandwich', 'gen']","['tenang', 'gen', 'anak', 'capek', 'sandwich', 'gen']",tenang gen anak capek sandwich gen
2025-04-28,23:03:19,144mm_,7315,GILAAA.. visioner bgt ini gubernur.. saya warga Jatim iri Weh Ama Jabar.. kapan Jatim punya gubernur kek gini..😭,GILAAA visioner bgt ini gubernur saya warga Jatim iri Weh Ama Jabar kapan Jatim punya gubernur kek gini,gilaaa visioner bgt ini gubernur saya warga jatim iri weh ama jabar kapan jatim punya gubernur kek gini,gila visioner banget ini gubernur saya warga jatim iri weh sama jabar kapan jatim punya gubernur kayak begini,"['gila', 'visioner', 'banget', 'ini', 'gubernur', 'saya', 'warga', 'jatim', 'iri', 'weh', 'sama', 'jabar', 'kapan', 'jatim', 'punya', 'gubernur', 'kayak', 'begini']","['gila', 'visioner', 'banget', 'gubernur', 'warga', 'jatim', 'iri', 'weh', 'jabar', 'jatim', 'gubernur', 'kayak']",gila visioner banget gubernur warga jatim iri weh jabar jatim gubernur kayak
2025-04-29,08:28:18,callmecuorcacu,6415,ih gokil bgt sumpaaaa ni org😭,ih gokil bgt sumpaaaa ni org,ih gokil bgt sumpaaaa ni org,ih gila banget sumpaaaa nih orang,"['ih', 'gila', 'banget', 'sumpaaaa', 'nih', 'orang']","['ih', 'gila', 'banget', 'sumpaaaa', 'nih', 'orang']",ih gila banget sumpaaaa nih orang
2025-04-29,13:52:35,fahrezahp_,3390,"tuker tambah sama Gubernur Jatim, dia suka makan duren Dan bikin acara keagamaan loh",tuker tambah sama Gubernur Jatim dia suka makan duren Dan bikin acara keagamaan loh,tuker tambah sama gubernur jatim dia suka makan duren dan bikin acara keagamaan loh,tuker tambah sama gubernur jatim dia suka makan duren dan bikin acara keagamaan loh,"['tuker', 'tambah', 'sama', 'gubernur', 'jatim', 'dia', 'suka', 'makan', 'duren', 'dan', 'bikin', 'acara', 'keagamaan', 'loh']","['tuker', 'gubernur', 'jatim', 'suka', 'makan', 'duren', 'bikin', 'acara', 'keagamaan', 'loh']",tuker gubernur jatim suka makan duren bikin acara agama loh
2025-04-29,01:06:11,run.sec,2946,"yang gak setuju, pasti golongan yang menargetkan anak mereka sebagai investasi masa tua🤣",yang gak setuju pasti golongan yang menargetkan anak mereka sebagai investasi masa tua,yang gak setuju pasti golongan yang menargetkan anak mereka sebagai investasi masa tua,yang tidak setuju pasti golongan yang menargetkan anak mereka sebagai investasi masa tua,"['yang', 'tidak', 'setuju', 'pasti', 'golongan', 'yang', 'menargetkan', 'anak', 'mereka', 'sebagai', 'investasi', 'masa', 'tua']","['setuju', 'golongan', 'menargetkan', 'anak', 'investasi', 'tua']",tuju golong target anak investasi tua
2025-04-28,19:58:30,johnwickkk,2096,"akhirnya ada kebijakan yg nekan kelahiran, semua se Indonesia gini juga",akhirnya ada kebijakan yg nekan kelahiran semua se Indonesia gini juga,akhirnya ada kebijakan yg nekan kelahiran semua se indonesia gini juga,akhirnya ada kebijakan yang nekan kelahiran semua se indonesia begini juga,"['akhirnya', 'ada', 'kebijakan', 'yang', 'nekan', 'kelahiran', 'semua', 'se', 'indonesia', 'begini', 'juga']","['kebijakan', 'nekan', 'kelahiran', 'indonesia']",bijak nekan lahir indonesia
2025-04-28,22:24:34,zpiiiraa,1742,"@cinta matcha:Jelas pemerintah ikut campur karena banyak anak terlantar, punya byk anak tapi tdk disekolahkan tidak di didik, ujung² minta bantuan pemerintah, padahal ini tanggung jawab ortu sampe akh",cinta matchaJelas pemerintah ikut campur karena banyak anak terlantar punya byk anak tapi tdk disekolahkan tidak di didik ujung minta bantuan pemerintah padahal ini tanggung jawab ortu sampe akh,cinta matchajelas pemerintah ikut campur karena banyak anak terlantar punya byk anak tapi tdk disekolahkan tidak di didik ujung minta bantuan pemerintah padahal ini tanggung jawab ortu sampe akh,cinta matchajelas pemerintah ikut campur karena banyak anak terlantar punya banyak anak tapi tidak disekolahkan tidak di didik ujung meminta bantuan pemerintah padahal ini tanggung jawab sampai akh,"['cinta', 'matchajelas', 'pemerintah', 'ikut', 'campur', 'karena', 'banyak', 'anak', 'terlantar', 'punya', 'banyak', 'anak', 'tapi', 'tidak', 'disekolahkan', 'tidak', 'di', 'didik', 'ujung', 'meminta', 'bantuan', 'pemerintah', 'padahal', 'ini', 'tanggung', 'jawab', 'sampai', 'akh']","['cinta', 'matchajelas', 'pemerintah', 'campur', 'anak', 'terlantar', 'anak', 'disekolahkan', 'didik', 'ujung', 'bantuan', 'pemerintah', 'tanggung', 'akh']",cinta matchajelas perintah campur anak lantar anak sekolah didik ujung bantu perintah tanggung akh
2025-04-29,11:09:19,baby.kids33,1725,warga jabar yg gak setuju sama kebijakan kang dedi.. monggo tuker sama gubernur jatim.. 😁😁,warga jabar yg gak setuju sama kebijakan kang dedi monggo tuker sama gubernur jatim ,warga jabar yg gak setuju sama kebijakan kang dedi monggo tuker sama gubernur jatim ,warga jabar yang tidak setuju sama kebijakan kang dedi monggo tuker sama gubernur jatim,"['warga', 'jabar', 'yang', 'tidak', 'setuju', 'sama', 'kebijakan', 'kang', 'dedi', 'monggo', 'tuker', 'sama', 'gubernur', 'jatim']","['warga', 'jabar', 'setuju', 'kebijakan', 'kang', 'dedi', 'monggo', 'tuker', 'gubernur', 'jatim']",warga jabar tuju bijak kang dedi monggo tuker gubernur jatim
2025-04-29,01:43:47,inineha2,967,"org tua sekarang mikirnya ""siapa tau dari salah satu anaknya bisa mengangkat drajat orang tua, bisa kaya"" padahal itu bukan tugas anak melainkan orang tua memenuhi semua kebutuhan anak😮‍💨",org tua sekarang mikirnya siapa tau dari salah satu anaknya bisa mengangkat drajat orang tua bisa kaya padahal itu bukan tugas anak melainkan orang tua memenuhi semua kebutuhan anak,org tua sekarang mikirnya siapa tau dari salah satu anaknya bisa mengangkat drajat orang tua bisa kaya padahal itu bukan tugas anak melainkan orang tua memenuhi semua kebutuhan anak,orang tua sekarang mikirnya siapa tau dari salah satu anaknya bisa mengangkat drajat orang tua bisa kayak padahal itu bukan tugas anak melainkan orang tua memenuhi semua kebutuhan anak,"['orang', 'tua', 'sekarang', 'mikirnya', 'siapa', 'tau', 'dari', 'salah', 'satu', 'anaknya', 'bisa', 'mengangkat', 'drajat', 'orang', 'tua', 'bisa', 'kayak', 'padahal', 'itu', 'bukan', 'tugas', 'anak', 'melainkan', 'orang', 'tua', 'memenuhi', 'semua', 'kebutuhan', 'anak']","['orang', 'tua', 'mikirnya', 'tau', 'salah', 'anaknya', 'mengangkat', 'drajat', 'orang', 'tua', 'kayak', 'tugas', 'anak', 'orang', 'tua', 'memenuhi', 'kebutuhan', 'anak']",orang tua mikirnya tau salah anak angkat drajat orang tua kayak tugas anak orang tua penuh butuh anak
2025-04-29,01:39:01,mulianimuliani2434,938,plis.. untuk anaknya yg sudah mentok 4.. suarakan steril dan vasektomi.. kalo bisa wajib.. tidak perlu tanya pasien dan persyaratan segala macam.. langsung aja,plis untuk anaknya yg sudah mentok  suarakan steril dan vasektomi kalo bisa wajib tidak perlu tanya pasien dan persyaratan segala macam langsung aja,plis untuk anaknya yg sudah mentok  suarakan steril dan vasektomi kalo bisa wajib tidak perlu tanya pasien dan persyaratan segala macam langsung aja,plis untuk anaknya yang sudah mentok suarakan steril dan vasektomi kalau bisa wajib tidak perlu tanya pasien dan persyaratan segala macam langsung saja,"['plis', 'untuk', 'anaknya', 'yang', 'sudah', 'mentok', 'suarakan', 'steril', 'dan', 'vasektomi', 'kalau', 'bisa', 'wajib', 'tidak', 'perlu', 'tanya', 'pasien', 'dan', 'persyaratan', 'segala', 'macam', 'langsung', 'saja']","['plis', 'anaknya', 'mentok', 'suarakan', 'steril', 'vasektomi', 'wajib', 'pasien', 'persyaratan', 'langsung']",plis anak mentok suara steril vasektomi wajib pasien syarat langsung
2025-04-28,22:11:46,lavienrosae,884,Serius ada yg kepikiran punya banyak anak??? Gen z helloo??,Serius ada yg kepikiran punya banyak anak Gen z helloo,serius ada yg kepikiran punya banyak anak gen z helloo,serius ada yang kepikiran punya banyak anak gen saja halo,"['serius', 'ada', 'yang', 'kepikiran', 'punya', 'banyak', 'anak', 'gen', 'saja', 'halo']","['serius', 'kepikiran', 'anak', 'gen', 'halo']",serius pikir anak gen halo
